stop_name,hour,day_of_week,is_weekend,is_peak_hour,delay_minutes
Erra Manzil,11,0,0,0,2.4
Khairatabad,11,3,0,0,0.03
Lakdi-ka-pul,11,2,0,0,1.45
Assembly,11,4,0,0,0.83
Nampally,11,1,0,0,0.55
Gandhi Bhavan,11,6,1,0,1.35
Osmania Medical College,11,4,0,0,3.37
Mahatma Gandhi Bus Station,11,3,0,0,0.25
Malakpet,11,2,0,0,0.15
New Market,11,6,1,0,2.43
Musarambagh,11,3,0,0,1.1
Dilsukh Nagar,11,4,0,0,0.57
Chaitanyapuri,11,0,0,0,0.85
Victoria Memorial,11,4,0,0,1.37
L. B. Nagar,11,3,0,0,0.0
L. B. Nagar,11,2,0,0,2.52
Victoria Memorial,11,3,0,0,0.55
Chaitanyapuri,11,1,0,0,0.33
Dilsukh Nagar,11,1,0,0,1.02
Musarambagh,11,2,0,0,0.0
New Market,11,6,1,0,0.9
Malakpet,11,4,0,0,0.0
Mahatma Gandhi Bus Station,11,3,0,0,0.0
Osmania Medical College,11,5,1,0,0.63
Gandhi Bhavan,11,5,1,0,1.17
Nampally,11,1,0,0,1.6
Assembly,11,0,0,0,0.67
Lakdi-ka-pul,12,1,0,0,0.17
Khairatabad,12,4,0,0,0.53
Erra Manzil,12,2,0,0,1.53
Panjagutta,12,0,0,0,0.52
Ameerpet,12,3,0,0,0.0
S. R. Nagar,12,3,0,0,0.0
ESI Hospital,12,6,1,0,1.58
Erragadda,12,5,1,0,0.08
Bharat Nagar,12,6,1,0,0.73
Moosapet,12,6,1,0,0.23
Balanagar,12,2,0,0,0.07
Kukatpally,12,0,0,0,0.68
KPHB Colony,12,0,0,0,0.0
JNTU College,12,0,0,0,1.22
Miyapur,12,2,0,0,0.0
Miyapur,10,2,0,1,3.93
JNTU College,10,3,0,1,4.3
KPHB Colony,10,6,1,1,3.93
Kukatpally,11,1,0,0,0.0
Balanagar,11,4,0,0,0.2
Moosapet,11,3,0,0,2.35
Bharat Nagar,11,5,1,0,0.05
Erragadda,11,5,1,0,0.37
ESI Hospital,11,5,1,0,0.33
S. R. Nagar,11,6,1,0,0.98
Ameerpet,11,0,0,0,2.9
Panjagutta,11,1,0,0,1.75
Erra Manzil,11,4,0,0,1.05
Khairatabad,11,0,0,0,0.6
Lakdi-ka-pul,11,2,0,0,2.7
Assembly,11,1,0,0,1.77
Nampally,11,2,0,0,0.68
Gandhi Bhavan,11,4,0,0,1.2
Osmania Medical College,11,5,1,0,0.83
Mahatma Gandhi Bus Station,11,4,0,0,0.88
Malakpet,11,0,0,0,0.4
New Market,11,2,0,0,0.62
Musarambagh,11,3,0,0,0.07
Dilsukh Nagar,11,5,1,0,0.43
Chaitanyapuri,11,6,1,0,1.18
Victoria Memorial,11,3,0,0,0.0
L. B. Nagar,11,2,0,0,3.28
L. B. Nagar,11,4,0,0,0.0
Victoria Memorial,11,5,1,0,0.0
Chaitanyapuri,11,1,0,0,0.2
Dilsukh Nagar,11,5,1,0,1.18
Musarambagh,11,2,0,0,0.0
New Market,11,6,1,0,0.33
Malakpet,11,6,1,0,1.1
Mahatma Gandhi Bus Station,11,0,0,0,0.0
Osmania Medical College,11,3,0,0,0.0
Gandhi Bhavan,12,6,1,0,0.0
Nampally,12,5,1,0,0.37
Assembly,12,0,0,0,0.05
Lakdi-ka-pul,12,1,0,0,0.07
Khairatabad,12,3,0,0,0.0
Erra Manzil,12,3,0,0,0.18
Panjagutta,12,6,1,0,0.0
Ameerpet,12,3,0,0,2.98
S. R. Nagar,12,5,1,0,0.18
ESI Hospital,12,0,0,0,0.0
Erragadda,12,6,1,0,1.15
Bharat Nagar,12,4,0,0,1.05
Moosapet,12,6,1,0,0.92
Balanagar,12,0,0,0,2.58
Kukatpally,12,4,0,0,0.25
KPHB Colony,12,5,1,0,0.67
JNTU College,12,2,0,0,0.0
Miyapur,12,3,0,0,0.07
Miyapur,10,6,1,1,1.98
JNTU College,11,6,1,0,1.0
KPHB Colony,11,0,0,0,0.3
Kukatpally,11,1,0,0,0.2
Balanagar,11,1,0,0,0.6
Moosapet,11,6,1,0,0.95
Bharat Nagar,11,6,1,0,0.28
Erragadda,11,4,0,0,0.35
ESI Hospital,11,4,0,0,0.95
S. R. Nagar,11,3,0,0,2.9
Ameerpet,11,4,0,0,3.68
Panjagutta,11,1,0,0,0.45
Erra Manzil,11,0,0,0,0.32
Khairatabad,11,0,0,0,0.6
Lakdi-ka-pul,11,4,0,0,1.63
Assembly,11,6,1,0,0.6
Nampally,11,4,0,0,1.87
Gandhi Bhavan,11,6,1,0,0.0
Osmania Medical College,11,5,1,0,0.07
Mahatma Gandhi Bus Station,11,1,0,0,0.03
Malakpet,11,2,0,0,0.15
New Market,11,6,1,0,0.48
Musarambagh,11,0,0,0,0.13
Dilsukh Nagar,11,4,0,0,2.03
Chaitanyapuri,11,5,1,0,0.02
Victoria Memorial,11,5,1,0,0.37
L. B. Nagar,11,5,1,0,0.2
L. B. Nagar,11,5,1,0,2.67
Victoria Memorial,11,3,0,0,1.1
Chaitanyapuri,11,4,0,0,2.42
Dilsukh Nagar,11,4,0,0,0.0
Musarambagh,11,5,1,0,0.68
New Market,12,0,0,0,0.27
Malakpet,12,4,0,0,0.2
Mahatma Gandhi Bus Station,12,6,1,0,0.25
Osmania Medical College,12,3,0,0,1.22
Gandhi Bhavan,12,6,1,0,0.0
Nampally,12,3,0,0,0.05
Assembly,12,5,1,0,0.93
Lakdi-ka-pul,12,3,0,0,1.02
Khairatabad,12,1,0,0,1.08
Erra Manzil,12,3,0,0,0.45
Panjagutta,12,5,1,0,1.63
Ameerpet,12,5,1,0,1.97
S. R. Nagar,12,5,1,0,0.0
ESI Hospital,12,0,0,0,3.05
Erragadda,12,2,0,0,0.05
Bharat Nagar,12,6,1,0,0.0
Moosapet,12,6,1,0,0.67
Balanagar,12,4,0,0,0.15
Kukatpally,12,4,0,0,2.02
KPHB Colony,12,4,0,0,0.33
JNTU College,12,3,0,0,1.52
Miyapur,12,3,0,0,1.1
Miyapur,11,3,0,0,0.9
JNTU College,11,2,0,0,0.2
KPHB Colony,11,2,0,0,0.0
Kukatpally,11,2,0,0,0.03
Balanagar,11,2,0,0,0.27
Moosapet,11,2,0,0,0.42
Bharat Nagar,11,4,0,0,1.78
Erragadda,11,4,0,0,0.45
ESI Hospital,11,2,0,0,1.4
S. R. Nagar,11,4,0,0,0.57
Ameerpet,11,2,0,0,4.48
Panjagutta,11,2,0,0,0.27
Erra Manzil,11,2,0,0,1.97
Khairatabad,11,4,0,0,0.97
Lakdi-ka-pul,11,1,0,0,1.68
Assembly,11,1,0,0,1.05
Nampally,11,5,1,0,0.55
Gandhi Bhavan,11,5,1,0,0.0
Osmania Medical College,11,1,0,0,0.07
Mahatma Gandhi Bus Station,11,0,0,0,0.77
Malakpet,11,6,1,0,4.63
New Market,11,1,0,0,1.33
Musarambagh,11,1,0,0,0.0
Dilsukh Nagar,11,1,0,0,1.75
Chaitanyapuri,11,3,0,0,1.45
Victoria Memorial,11,2,0,0,0.32
L. B. Nagar,11,5,1,0,0.0
L. B. Nagar,11,4,0,0,0.12
Victoria Memorial,11,6,1,0,2.08
Chaitanyapuri,12,6,1,0,1.8
Dilsukh Nagar,12,6,1,0,0.33
Musarambagh,12,3,0,0,0.0
New Market,12,2,0,0,0.0
Malakpet,12,1,0,0,2.77
Mahatma Gandhi Bus Station,12,1,0,0,0.0
Osmania Medical College,12,3,0,0,0.92
Gandhi Bhavan,12,4,0,0,0.27
Nampally,12,3,0,0,0.73
Assembly,12,3,0,0,0.25
Lakdi-ka-pul,12,5,1,0,0.0
Khairatabad,12,2,0,0,0.48
Erra Manzil,12,0,0,0,1.78
Panjagutta,12,5,1,0,0.47
Ameerpet,12,6,1,0,0.0
S. R. Nagar,12,4,0,0,0.57
ESI Hospital,12,4,0,0,0.95
Erragadda,12,3,0,0,0.07
Bharat Nagar,12,3,0,0,2.95
Moosapet,12,1,0,0,0.85
Balanagar,12,3,0,0,0.0
Kukatpally,12,2,0,0,1.82
KPHB Colony,12,1,0,0,2.0
JNTU College,12,0,0,0,0.73
Miyapur,12,2,0,0,2.62
Miyapur,11,4,0,0,0.07
JNTU College,11,4,0,0,0.12
KPHB Colony,11,2,0,0,0.9
Kukatpally,11,5,1,0,0.43
Balanagar,11,3,0,0,0.62
Moosapet,11,3,0,0,0.38
Bharat Nagar,11,3,0,0,0.52
Erragadda,11,4,0,0,0.0
ESI Hospital,11,2,0,0,0.9
S. R. Nagar,11,3,0,0,0.0
Ameerpet,11,5,1,0,3.08
Panjagutta,11,1,0,0,0.3
Erra Manzil,11,4,0,0,0.4
Khairatabad,11,6,1,0,1.85
Lakdi-ka-pul,11,5,1,0,0.02
Assembly,11,2,0,0,0.0
Nampally,11,5,1,0,2.35
Gandhi Bhavan,11,2,0,0,1.02
Osmania Medical College,11,2,0,0,0.0
Mahatma Gandhi Bus Station,11,2,0,0,0.23
Malakpet,11,0,0,0,1.98
New Market,11,1,0,0,0.0
Musarambagh,11,5,1,0,0.28
Dilsukh Nagar,11,0,0,0,0.53
Chaitanyapuri,11,5,1,0,1.78
Victoria Memorial,11,3,0,0,0.0
L. B. Nagar,12,5,1,0,1.67
L. B. Nagar,12,0,0,0,0.72
Victoria Memorial,12,0,0,0,2.42
Chaitanyapuri,12,4,0,0,0.38
Dilsukh Nagar,12,2,0,0,0.17
Musarambagh,12,0,0,0,1.23
New Market,12,2,0,0,0.77
Malakpet,12,1,0,0,1.92
Mahatma Gandhi Bus Station,12,0,0,0,0.08
Osmania Medical College,12,4,0,0,1.85
Gandhi Bhavan,12,4,0,0,0.33
Nampally,12,3,0,0,1.05
Assembly,12,0,0,0,0.03
Lakdi-ka-pul,12,1,0,0,0.93
Khairatabad,12,2,0,0,1.25
Erra Manzil,12,5,1,0,0.45
Panjagutta,12,6,1,0,0.23
Ameerpet,12,5,1,0,3.43
S. R. Nagar,12,5,1,0,0.38
ESI Hospital,12,5,1,0,0.28
Erragadda,12,0,0,0,0.0
Bharat Nagar,12,3,0,0,2.97
Moosapet,12,4,0,0,0.43
Balanagar,12,6,1,0,0.0
Kukatpally,12,5,1,0,0.0
KPHB Colony,12,0,0,0,0.0
JNTU College,12,3,0,0,0.13
Miyapur,12,1,0,0,4.18
Miyapur,11,5,1,0,0.0
JNTU College,11,6,1,0,0.0
KPHB Colony,11,2,0,0,0.47
Kukatpally,11,1,0,0,2.28
Balanagar,11,1,0,0,0.27
Moosapet,11,5,1,0,0.0
Bharat Nagar,11,2,0,0,0.12
Erragadda,11,6,1,0,1.42
ESI Hospital,11,0,0,0,0.9
S. R. Nagar,11,2,0,0,0.93
Ameerpet,11,3,0,0,2.53
Panjagutta,11,1,0,0,1.45
Erra Manzil,11,5,1,0,0.43
Khairatabad,11,2,0,0,1.6
Lakdi-ka-pul,11,4,0,0,0.0
Assembly,11,2,0,0,1.42
Nampally,11,2,0,0,0.0
Gandhi Bhavan,11,3,0,0,0.8
Osmania Medical College,11,5,1,0,3.48
Mahatma Gandhi Bus Station,11,1,0,0,3.97
Malakpet,11,3,0,0,0.0
New Market,11,3,0,0,0.57
Musarambagh,11,4,0,0,0.05
Dilsukh Nagar,12,3,0,0,2.05
Chaitanyapuri,12,5,1,0,0.83
Victoria Memorial,12,3,0,0,0.48
L. B. Nagar,12,4,0,0,0.12
L. B. Nagar,12,6,1,0,2.92
Victoria Memorial,12,0,0,0,0.75
Chaitanyapuri,12,3,0,0,0.32
Dilsukh Nagar,12,2,0,0,0.42
Musarambagh,12,3,0,0,0.3
New Market,12,6,1,0,0.92
Malakpet,12,1,0,0,2.65
Mahatma Gandhi Bus Station,12,2,0,0,1.93
Osmania Medical College,12,2,0,0,0.62
Gandhi Bhavan,12,0,0,0,1.75
Nampally,12,1,0,0,0.0
Assembly,12,1,0,0,0.28
Lakdi-ka-pul,12,1,0,0,4.08
Khairatabad,12,3,0,0,0.35
Erra Manzil,12,6,1,0,0.38
Panjagutta,12,3,0,0,4.57
Ameerpet,12,2,0,0,0.0
S. R. Nagar,12,0,0,0,2.73
ESI Hospital,12,3,0,0,0.0
Erragadda,12,5,1,0,0.0
Bharat Nagar,12,5,1,0,0.47
Moosapet,12,3,0,0,0.12
Balanagar,12,6,1,0,0.0
Kukatpally,12,0,0,0,1.55
KPHB Colony,12,6,1,0,0.57
JNTU College,12,1,0,0,0.55
Miyapur,12,2,0,0,0.0
Miyapur,11,3,0,0,0.87
JNTU College,11,0,0,0,0.0
KPHB Colony,11,0,0,0,0.37
Kukatpally,11,6,1,0,1.72
Balanagar,11,1,0,0,0.0
Moosapet,11,6,1,0,0.35
Bharat Nagar,11,6,1,0,0.33
Erragadda,11,4,0,0,0.0
ESI Hospital,11,6,1,0,0.97
S. R. Nagar,11,4,0,0,0.25
Ameerpet,11,4,0,0,4.67
Panjagutta,11,6,1,0,2.52
Erra Manzil,11,4,0,0,0.0
Khairatabad,11,3,0,0,0.42
Lakdi-ka-pul,11,6,1,0,0.02
Assembly,11,5,1,0,0.32
Nampally,11,5,1,0,1.97
Gandhi Bhavan,11,0,0,0,0.03
Osmania Medical College,11,5,1,0,0.57
Mahatma Gandhi Bus Station,11,5,1,0,0.0
Malakpet,12,2,0,0,0.0
New Market,12,6,1,0,1.82
Musarambagh,12,5,1,0,0.97
Dilsukh Nagar,12,5,1,0,1.33
Chaitanyapuri,12,6,1,0,0.42
Victoria Memorial,12,6,1,0,2.88
L. B. Nagar,12,5,1,0,1.23
L. B. Nagar,12,3,0,0,0.53
Victoria Memorial,12,4,0,0,0.55
Chaitanyapuri,12,2,0,0,2.5
Dilsukh Nagar,12,2,0,0,0.85
Musarambagh,12,5,1,0,1.22
New Market,12,5,1,0,0.53
Malakpet,12,4,0,0,0.25
Mahatma Gandhi Bus Station,12,2,0,0,1.28
Osmania Medical College,12,3,0,0,0.0
Gandhi Bhavan,12,1,0,0,0.68
Nampally,12,3,0,0,0.97
Assembly,12,3,0,0,0.23
Lakdi-ka-pul,12,1,0,0,1.57
Khairatabad,12,4,0,0,2.95
Erra Manzil,12,4,0,0,0.0
Panjagutta,12,6,1,0,0.38
Ameerpet,12,1,0,0,3.13
S. R. Nagar,12,5,1,0,0.9
ESI Hospital,12,6,1,0,0.78
Erragadda,12,3,0,0,2.6
Bharat Nagar,12,0,0,0,0.0
Moosapet,12,2,0,0,0.72
Balanagar,12,2,0,0,0.0
Kukatpally,12,2,0,0,0.07
KPHB Colony,12,0,0,0,0.0
JNTU College,13,3,0,0,2.43
Miyapur,13,4,0,0,0.52
Miyapur,11,5,1,0,0.62
JNTU College,11,1,0,0,1.87
KPHB Colony,11,2,0,0,0.93
Kukatpally,11,5,1,0,0.0
Balanagar,11,0,0,0,0.35
Moosapet,11,5,1,0,1.78
Bharat Nagar,11,1,0,0,0.17
Erragadda,11,3,0,0,0.05
ESI Hospital,11,0,0,0,0.2
S. R. Nagar,11,5,1,0,0.0
Ameerpet,11,0,0,0,0.0
Panjagutta,11,1,0,0,0.23
Erra Manzil,11,1,0,0,1.12
Khairatabad,11,2,0,0,0.08
Lakdi-ka-pul,11,3,0,0,0.15
Assembly,11,1,0,0,0.7
Nampally,12,2,0,0,2.53
Gandhi Bhavan,12,5,1,0,1.95
Osmania Medical College,12,2,0,0,3.45
Mahatma Gandhi Bus Station,12,1,0,0,1.05
Malakpet,12,0,0,0,0.0
New Market,12,5,1,0,0.97
Musarambagh,12,0,0,0,0.0
Dilsukh Nagar,12,0,0,0,0.0
Chaitanyapuri,12,2,0,0,0.78
Victoria Memorial,12,0,0,0,0.48
L. B. Nagar,12,3,0,0,0.58
L. B. Nagar,12,0,0,0,0.73
Victoria Memorial,12,6,1,0,0.0
Chaitanyapuri,12,5,1,0,0.43
Dilsukh Nagar,12,5,1,0,0.05
Musarambagh,12,0,0,0,3.88
New Market,12,2,0,0,0.12
Malakpet,12,5,1,0,0.28
Mahatma Gandhi Bus Station,12,6,1,0,2.22
Osmania Medical College,12,6,1,0,0.65
Gandhi Bhavan,12,4,0,0,0.13
Nampally,12,3,0,0,0.48
Assembly,12,2,0,0,0.12
Lakdi-ka-pul,12,3,0,0,0.22
Khairatabad,12,3,0,0,0.0
Erra Manzil,12,0,0,0,0.57
Panjagutta,12,3,0,0,1.63
Ameerpet,12,6,1,0,3.08
S. R. Nagar,12,0,0,0,0.22
ESI Hospital,12,3,0,0,0.0
Erragadda,12,5,1,0,1.85
Bharat Nagar,12,6,1,0,0.08
Moosapet,12,4,0,0,1.95
Balanagar,13,3,0,0,0.65
Kukatpally,13,1,0,0,1.8
KPHB Colony,13,0,0,0,0.37
JNTU College,13,4,0,0,0.4
Miyapur,13,0,0,0,1.38
Miyapur,11,4,0,0,1.53
JNTU College,11,0,0,0,0.25
KPHB Colony,11,6,1,0,3.6
Kukatpally,11,1,0,0,0.0
Balanagar,11,5,1,0,0.0
Moosapet,11,1,0,0,0.0
Bharat Nagar,11,6,1,0,1.27
Erragadda,11,4,0,0,3.23
ESI Hospital,11,2,0,0,0.52
S. R. Nagar,11,0,0,0,0.02
Ameerpet,11,2,0,0,0.0
Panjagutta,11,3,0,0,0.57
Erra Manzil,11,1,0,0,0.67
Khairatabad,12,6,1,0,0.07
Lakdi-ka-pul,12,0,0,0,0.65
Assembly,12,1,0,0,0.0
Nampally,12,3,0,0,1.23
Gandhi Bhavan,12,5,1,0,1.03
Osmania Medical College,12,4,0,0,0.2
Mahatma Gandhi Bus Station,12,0,0,0,0.22
Malakpet,12,6,1,0,0.28
New Market,12,0,0,0,0.18
Musarambagh,12,0,0,0,1.07
Dilsukh Nagar,12,4,0,0,5.18
Chaitanyapuri,12,1,0,0,1.05
Victoria Memorial,12,4,0,0,0.92
L. B. Nagar,12,5,1,0,0.52
L. B. Nagar,12,1,0,0,0.37
Victoria Memorial,12,5,1,0,2.42
Chaitanyapuri,12,0,0,0,3.47
Dilsukh Nagar,12,4,0,0,0.68
Musarambagh,12,5,1,0,0.0
New Market,12,6,1,0,1.47
Malakpet,12,6,1,0,0.0
Mahatma Gandhi Bus Station,12,6,1,0,1.45
Osmania Medical College,12,3,0,0,1.7
Gandhi Bhavan,12,4,0,0,0.13
Nampally,12,1,0,0,3.75
Assembly,12,0,0,0,4.23
Lakdi-ka-pul,12,1,0,0,0.0
Khairatabad,12,2,0,0,0.68
Erra Manzil,12,0,0,0,0.0
Panjagutta,12,3,0,0,0.87
Ameerpet,12,3,0,0,1.95
S. R. Nagar,12,2,0,0,0.55
ESI Hospital,13,1,0,0,1.08
Erragadda,13,6,1,0,0.07
Bharat Nagar,13,3,0,0,0.4
Moosapet,13,1,0,0,0.02
Balanagar,13,0,0,0,1.38
Kukatpally,13,4,0,0,1.02
KPHB Colony,13,6,1,0,0.05
JNTU College,13,0,0,0,3.33
Miyapur,13,1,0,0,0.02
Miyapur,11,5,1,0,0.88
JNTU College,11,2,0,0,1.48
KPHB Colony,11,5,1,0,1.55
Kukatpally,11,0,0,0,0.03
Balanagar,11,6,1,0,2.37
Moosapet,11,3,0,0,2.5
Bharat Nagar,11,6,1,0,0.82
Erragadda,11,0,0,0,0.65
ESI Hospital,11,0,0,0,0.0
S. R. Nagar,11,0,0,0,0.82
Ameerpet,12,2,0,0,3.07
Panjagutta,12,6,1,0,0.52
Erra Manzil,12,1,0,0,1.15
Khairatabad,12,2,0,0,0.0
Lakdi-ka-pul,12,3,0,0,0.13
Assembly,12,6,1,0,0.15
Nampally,12,1,0,0,0.03
Gandhi Bhavan,12,3,0,0,0.77
Osmania Medical College,12,6,1,0,0.0
Mahatma Gandhi Bus Station,12,1,0,0,0.93
Malakpet,12,1,0,0,0.85
New Market,12,5,1,0,1.13
Musarambagh,12,0,0,0,0.4
Dilsukh Nagar,12,0,0,0,0.43
Chaitanyapuri,12,2,0,0,0.37
Victoria Memorial,12,1,0,0,1.23
L. B. Nagar,12,3,0,0,0.17
L. B. Nagar,12,0,0,0,0.0
Victoria Memorial,12,5,1,0,0.9
Chaitanyapuri,12,3,0,0,2.85
Dilsukh Nagar,12,5,1,0,0.93
Musarambagh,12,0,0,0,1.52
New Market,12,1,0,0,1.12
Malakpet,12,3,0,0,0.68
Mahatma Gandhi Bus Station,12,2,0,0,1.27
Osmania Medical College,12,6,1,0,0.0
Gandhi Bhavan,12,2,0,0,0.25
Nampally,12,2,0,0,0.4
Assembly,12,0,0,0,0.25
Lakdi-ka-pul,12,0,0,0,0.0
Khairatabad,12,2,0,0,0.0
Erra Manzil,12,3,0,0,0.42
Panjagutta,13,0,0,0,0.47
Ameerpet,13,2,0,0,3.98
S. R. Nagar,13,0,0,0,0.77
ESI Hospital,13,4,0,0,1.97
Erragadda,13,3,0,0,0.67
Bharat Nagar,13,1,0,0,1.13
Moosapet,13,3,0,0,0.08
Balanagar,13,6,1,0,0.0
Kukatpally,13,1,0,0,0.52
KPHB Colony,13,2,0,0,0.67
JNTU College,13,0,0,0,3.37
Miyapur,13,2,0,0,3.52
Miyapur,11,5,1,0,1.9
JNTU College,11,1,0,0,0.37
KPHB Colony,11,4,0,0,3.32
Kukatpally,11,1,0,0,1.17
Balanagar,11,0,0,0,0.48
Moosapet,11,4,0,0,1.2
Bharat Nagar,12,0,0,0,0.0
Erragadda,12,4,0,0,0.15
ESI Hospital,12,0,0,0,1.77
S. R. Nagar,12,1,0,0,0.0
Ameerpet,12,1,0,0,2.45
Panjagutta,12,1,0,0,2.35
Erra Manzil,12,1,0,0,0.98
Khairatabad,12,4,0,0,0.5
Lakdi-ka-pul,12,6,1,0,0.12
Assembly,12,3,0,0,0.33
Nampally,12,3,0,0,3.82
Gandhi Bhavan,12,6,1,0,0.0
Osmania Medical College,12,2,0,0,0.63
Mahatma Gandhi Bus Station,12,3,0,0,0.68
Malakpet,12,2,0,0,2.15
New Market,12,1,0,0,0.0
Musarambagh,12,0,0,0,1.17
Dilsukh Nagar,12,3,0,0,0.48
Chaitanyapuri,12,3,0,0,0.02
Victoria Memorial,12,1,0,0,2.67
L. B. Nagar,12,1,0,0,2.97
L. B. Nagar,12,3,0,0,2.97
Victoria Memorial,12,1,0,0,2.87
Chaitanyapuri,12,3,0,0,1.68
Dilsukh Nagar,12,0,0,0,1.15
Musarambagh,12,5,1,0,1.85
New Market,12,0,0,0,0.92
Malakpet,12,2,0,0,0.13
Mahatma Gandhi Bus Station,12,3,0,0,0.48
Osmania Medical College,12,5,1,0,3.55
Gandhi Bhavan,12,0,0,0,0.42
Nampally,12,5,1,0,0.0
Assembly,12,6,1,0,0.0
Lakdi-ka-pul,13,0,0,0,0.4
Khairatabad,13,6,1,0,0.42
Erra Manzil,13,6,1,0,0.0
Panjagutta,13,4,0,0,0.12
Ameerpet,13,5,1,0,2.88
S. R. Nagar,13,0,0,0,0.0
ESI Hospital,13,2,0,0,0.0
Erragadda,13,0,0,0,0.0
Bharat Nagar,13,1,0,0,1.18
Moosapet,13,4,0,0,0.97
Balanagar,13,3,0,0,0.0
Kukatpally,13,2,0,0,0.47
KPHB Colony,13,5,1,0,0.23
JNTU College,13,5,1,0,1.27
Miyapur,13,0,0,0,0.0
Miyapur,11,3,0,0,0.13
JNTU College,11,0,0,0,0.67
KPHB Colony,11,4,0,0,0.28
Kukatpally,12,6,1,0,0.18
Balanagar,12,3,0,0,1.32
Moosapet,12,1,0,0,0.77
Bharat Nagar,12,5,1,0,0.23
Erragadda,12,1,0,0,0.0
ESI Hospital,12,5,1,0,3.4
S. R. Nagar,12,3,0,0,1.88
Ameerpet,12,1,0,0,4.03
Panjagutta,12,2,0,0,0.97
Erra Manzil,12,5,1,0,0.47
Khairatabad,12,4,0,0,0.07
Lakdi-ka-pul,12,2,0,0,0.5
Assembly,12,3,0,0,0.9
Nampally,12,2,0,0,0.33
Gandhi Bhavan,12,5,1,0,1.88
Osmania Medical College,12,4,0,0,0.15
Mahatma Gandhi Bus Station,12,4,0,0,0.0
Malakpet,12,5,1,0,0.0
New Market,12,6,1,0,0.52
Musarambagh,12,3,0,0,0.03
Dilsukh Nagar,12,5,1,0,0.32
Chaitanyapuri,12,2,0,0,0.5
Victoria Memorial,12,5,1,0,0.65
L. B. Nagar,12,4,0,0,0.78
L. B. Nagar,12,3,0,0,0.32
Victoria Memorial,12,5,1,0,0.73
Chaitanyapuri,12,4,0,0,0.7
Dilsukh Nagar,12,5,1,0,0.37
Musarambagh,12,0,0,0,1.77
New Market,12,0,0,0,0.78
Malakpet,12,4,0,0,0.4
Mahatma Gandhi Bus Station,12,3,0,0,2.93
Osmania Medical College,13,0,0,0,1.85
Gandhi Bhavan,13,4,0,0,4.05
Nampally,13,5,1,0,0.0
Assembly,13,1,0,0,0.47
Lakdi-ka-pul,13,5,1,0,0.32
Khairatabad,13,2,0,0,1.08
Erra Manzil,13,4,0,0,0.0
Panjagutta,13,6,1,0,0.98
Ameerpet,13,0,0,0,0.0
S. R. Nagar,13,4,0,0,0.52
ESI Hospital,13,5,1,0,2.37
Erragadda,13,6,1,0,1.4
Bharat Nagar,13,3,0,0,3.98
Moosapet,13,0,0,0,0.0
Balanagar,13,3,0,0,0.58
Kukatpally,13,3,0,0,0.75
KPHB Colony,13,5,1,0,2.3
JNTU College,13,3,0,0,0.8
Miyapur,13,6,1,0,0.28
Miyapur,12,6,1,0,0.57
JNTU College,12,4,0,0,0.72
KPHB Colony,12,0,0,0,0.1
Kukatpally,12,3,0,0,1.35
Balanagar,12,1,0,0,0.1
Moosapet,12,2,0,0,0.52
Bharat Nagar,12,6,1,0,1.62
Erragadda,12,4,0,0,0.62
ESI Hospital,12,1,0,0,1.83
S. R. Nagar,12,6,1,0,0.42
Ameerpet,12,0,0,0,4.57
Panjagutta,12,2,0,0,0.0
Erra Manzil,12,6,1,0,2.05
Khairatabad,12,6,1,0,1.38
Lakdi-ka-pul,12,3,0,0,0.25
Assembly,12,1,0,0,0.0
Nampally,12,1,0,0,0.68
Gandhi Bhavan,12,3,0,0,3.02
Osmania Medical College,12,5,1,0,0.7
Mahatma Gandhi Bus Station,12,5,1,0,0.63
Malakpet,12,3,0,0,0.58
New Market,12,6,1,0,0.4
Musarambagh,12,1,0,0,0.75
Dilsukh Nagar,12,0,0,0,0.6
Chaitanyapuri,12,4,0,0,0.03
Victoria Memorial,12,0,0,0,0.3
L. B. Nagar,12,0,0,0,0.23
L. B. Nagar,12,4,0,0,2.02
Victoria Memorial,12,0,0,0,0.0
Chaitanyapuri,12,2,0,0,1.43
Dilsukh Nagar,12,3,0,0,3.13
Musarambagh,13,1,0,0,1.02
New Market,13,4,0,0,4.05
Malakpet,13,0,0,0,0.37
Mahatma Gandhi Bus Station,13,1,0,0,0.2
Osmania Medical College,13,5,1,0,0.5
Gandhi Bhavan,13,2,0,0,0.63
Nampally,13,0,0,0,2.25
Assembly,13,0,0,0,0.82
Lakdi-ka-pul,13,0,0,0,0.0
Khairatabad,13,2,0,0,1.35
Erra Manzil,13,3,0,0,0.7
Panjagutta,13,1,0,0,0.17
Ameerpet,13,6,1,0,3.67
S. R. Nagar,13,6,1,0,1.83
ESI Hospital,13,0,0,0,0.88
Erragadda,13,5,1,0,0.47
Bharat Nagar,13,0,0,0,0.08
Moosapet,13,2,0,0,0.0
Balanagar,13,2,0,0,1.38
Kukatpally,13,1,0,0,0.43
KPHB Colony,13,1,0,0,0.0
JNTU College,13,5,1,0,2.67
Miyapur,13,0,0,0,1.72
Miyapur,12,6,1,0,1.02
JNTU College,12,5,1,0,0.13
KPHB Colony,12,5,1,0,0.15
Kukatpally,12,5,1,0,0.1
Balanagar,12,0,0,0,0.95
Moosapet,12,0,0,0,0.12
Bharat Nagar,12,0,0,0,1.83
Erragadda,12,0,0,0,0.0
ESI Hospital,12,5,1,0,0.0
S. R. Nagar,12,2,0,0,0.6
