stop_name_encoded,hour,day_of_week,is_weekend,is_peak_hour,stop_sequence,direction_id,is_interchange,delay_minutes
19,10,1,0,1,22,1,0,3.3
2,10,5,1,1,23,1,0,3.69
13,10,3,0,1,24,1,0,0.0
11,10,5,1,1,25,1,0,0.0
10,10,2,0,1,26,1,0,2.87
18,10,6,1,1,27,1,0,1.98
18,8,1,0,1,1,0,0,0.0
10,8,6,1,1,2,0,0,2.26
11,8,0,0,1,3,0,0,0.0
13,8,1,0,1,4,0,0,2.43
2,8,5,1,1,5,0,0,1.92
19,8,3,0,1,6,0,0,3.11
3,8,3,0,1,7,0,0,0.0
8,8,1,0,1,8,0,0,2.11
6,9,2,0,1,9,0,0,2.9
25,9,0,0,1,10,0,0,0.0
0,9,1,0,1,11,0,1,3.24
24,9,3,0,1,12,0,0,2.38
7,9,3,0,1,13,0,0,3.66
12,9,3,0,1,14,0,0,2.33
15,9,4,0,1,15,0,0,4.17
1,9,3,0,1,16,0,0,4.41
21,9,0,0,1,17,0,0,0.0
9,9,6,1,1,18,0,0,1.95
23,9,6,1,1,19,0,0,2.89
16,9,2,0,1,20,0,0,3.53
17,9,4,0,1,21,0,0,3.99
22,9,4,0,1,22,0,0,3.67
20,9,3,0,1,23,0,0,0.0
5,9,2,0,1,24,0,0,1.74
4,9,5,1,1,25,0,0,0.0
26,9,3,0,1,26,0,0,2.02
14,9,6,1,1,27,0,0,3.39
14,9,2,0,1,1,1,0,4.14
26,9,2,0,1,2,1,0,4.83
4,9,5,1,1,3,1,0,5.53
5,9,1,0,1,4,1,0,5.6
20,9,4,0,1,5,1,0,4.97
22,9,5,1,1,6,1,0,5.05
17,9,4,0,1,7,1,0,6.27
16,9,3,0,1,8,1,0,6.7
23,9,0,0,1,9,1,0,6.92
9,9,3,0,1,10,1,0,6.87
21,9,1,0,1,11,1,0,6.29
1,9,2,0,1,12,1,0,7.65
15,9,1,0,1,13,1,0,7.69
12,10,0,0,1,14,1,0,7.63
7,10,3,0,1,15,1,0,6.68
24,10,0,0,1,16,1,0,6.77
0,10,6,1,1,17,1,1,8.67
25,10,1,0,1,18,1,0,8.19
6,10,2,0,1,19,1,0,8.82
8,10,3,0,1,20,1,0,8.63
3,10,0,0,1,21,1,0,9.63
19,10,4,0,1,22,1,0,8.59
2,10,0,0,1,23,1,0,0.0
13,10,4,0,1,24,1,0,2.08
11,10,5,1,1,25,1,0,1.86
10,10,2,0,1,26,1,0,2.65
18,10,5,1,1,27,1,0,4.31
18,8,2,0,1,1,0,0,0.0
10,8,6,1,1,2,0,0,3.11
11,8,2,0,1,3,0,0,2.95
13,8,2,0,1,4,0,0,1.82
2,9,5,1,1,5,0,0,3.76
19,9,5,1,1,6,0,0,3.98
3,9,0,0,1,7,0,0,4.48
8,9,3,0,1,8,0,0,3.45
6,9,1,0,1,9,0,0,3.08
25,9,0,0,1,10,0,0,4.01
0,9,3,0,1,11,0,1,6.76
24,9,2,0,1,12,0,0,4.89
7,9,1,0,1,13,0,0,5.24
12,9,1,0,1,14,0,0,6.3
15,9,5,1,1,15,0,0,5.67
1,9,1,0,1,16,0,0,6.15
21,9,5,1,1,17,0,0,5.38
9,9,4,0,1,18,0,0,5.78
23,9,4,0,1,19,0,0,6.3
16,9,2,0,1,20,0,0,6.44
17,9,5,1,1,21,0,0,7.2
22,9,6,1,1,22,0,0,0.0
20,9,1,0,1,23,0,0,0.0
5,9,0,0,1,24,0,0,2.31
4,9,1,0,1,25,0,0,1.5
26,9,5,1,1,26,0,0,2.45
14,9,6,1,1,27,0,0,3.52
14,9,4,0,1,1,1,0,3.54
26,9,5,1,1,2,1,0,0.0
4,9,4,0,1,3,1,0,2.87
5,9,3,0,1,4,1,0,0.0
20,9,4,0,1,5,1,0,2.65
22,9,4,0,1,6,1,0,2.82
17,9,0,0,1,7,1,0,3.31
16,9,3,0,1,8,1,0,2.28
23,9,5,1,1,9,1,0,3.43
9,10,3,0,1,10,1,0,3.69
21,10,3,0,1,11,1,0,4.33
1,10,2,0,1,12,1,0,3.82
15,10,5,1,1,13,1,0,4.81
12,10,6,1,1,14,1,0,0.0
7,10,3,0,1,15,1,0,2.22
24,10,3,0,1,16,1,0,3.18
0,10,5,1,1,17,1,1,5.31
25,10,0,0,1,18,1,0,3.11
6,10,3,0,1,19,1,0,2.97
8,10,4,0,1,20,1,0,4.85
3,10,4,0,1,21,1,0,0.0
19,10,6,1,1,22,1,0,2.65
2,10,5,1,1,23,1,0,2.39
13,10,4,0,1,24,1,0,2.91
11,10,5,1,1,25,1,0,2.49
10,10,4,0,1,26,1,0,2.48
18,10,4,0,1,27,1,0,3.99
18,8,3,0,1,1,0,0,3.35
10,9,6,1,1,2,0,0,3.12
11,9,0,0,1,3,0,0,3.9
13,9,0,0,1,4,0,0,3.96
2,9,1,0,1,5,0,0,4.19
19,9,5,1,1,6,0,0,5.02
3,9,6,1,1,7,0,0,5.35
8,9,0,0,1,8,0,0,4.35
6,9,0,0,1,9,0,0,4.53
25,9,3,0,1,10,0,0,6.41
0,9,1,0,1,11,0,1,7.71
24,9,5,1,1,12,0,0,6.93
7,9,0,0,1,13,0,0,7.65
12,9,3,0,1,14,0,0,7.98
15,9,5,1,1,15,0,0,6.34
1,9,5,1,1,16,0,0,7.06
21,9,3,0,1,17,0,0,7.0
9,9,4,0,1,18,0,0,0.0
23,9,6,1,1,19,0,0,1.76
16,9,4,0,1,20,0,0,0.0
17,9,4,0,1,21,0,0,2.57
22,9,3,0,1,22,0,0,1.64
20,9,6,1,1,23,0,0,1.75
5,9,5,1,1,24,0,0,1.83
4,9,5,1,1,25,0,0,3.35
26,9,6,1,1,26,0,0,3.78
14,9,0,0,1,27,0,0,0.0
14,9,3,0,1,1,1,0,6.0
26,9,2,0,1,2,1,0,6.65
4,9,0,0,1,3,1,0,0.0
5,9,0,0,1,4,1,0,2.85
20,9,4,0,1,5,1,0,3.06
22,9,5,1,1,6,1,0,2.25
17,10,3,0,1,7,1,0,3.14
16,10,4,0,1,8,1,0,0.0
23,10,5,1,1,9,1,0,2.48
9,10,3,0,1,10,1,0,0.0
21,10,4,0,1,11,1,0,2.01
1,10,3,0,1,12,1,0,2.22
15,10,3,0,1,13,1,0,2.66
12,10,0,0,1,14,1,0,2.58
7,10,4,0,1,15,1,0,3.67
24,10,3,0,1,16,1,0,2.87
0,10,3,0,1,17,1,1,5.73
25,10,0,0,1,18,1,0,4.31
6,10,3,0,1,19,1,0,3.88
8,10,3,0,1,20,1,0,4.57
3,10,0,0,1,21,1,0,4.99
19,10,1,0,1,22,1,0,5.47
2,10,5,1,1,23,1,0,4.63
13,10,5,1,1,24,1,0,5.79
11,10,2,0,1,25,1,0,4.61
10,10,3,0,1,26,1,0,5.69
18,10,6,1,1,27,1,0,6.32
18,9,6,1,1,1,0,0,3.87
10,9,4,0,1,2,0,0,0.0
11,9,5,1,1,3,0,0,1.91
13,9,6,1,1,4,0,0,1.55
2,9,1,0,1,5,0,0,3.45
19,9,6,1,1,6,0,0,3.75
3,9,2,0,1,7,0,0,0.0
8,9,3,0,1,8,0,0,2.29
6,9,5,1,1,9,0,0,2.04
25,9,3,0,1,10,0,0,3.61
0,9,4,0,1,11,0,1,5.59
24,9,3,0,1,12,0,0,3.54
7,9,0,0,1,13,0,0,4.46
12,9,6,1,1,14,0,0,4.56
15,9,3,0,1,15,0,0,4.18
1,9,6,1,1,16,0,0,3.48
21,9,2,0,1,17,0,0,4.62
9,9,1,0,1,18,0,0,4.79
23,9,3,0,1,19,0,0,5.28
16,9,3,0,1,20,0,0,4.98
17,9,6,1,1,21,0,0,5.99
22,9,4,0,1,22,0,0,5.61
20,9,2,0,1,23,0,0,0.0
5,9,5,1,1,24,0,0,1.66
4,9,3,0,1,25,0,0,2.92
26,9,4,0,1,26,0,0,3.65
14,9,2,0,1,27,0,0,0.0
14,9,4,0,1,1,1,0,0.0
26,9,6,1,1,2,1,0,2.5
4,10,5,1,1,3,1,0,0.0
5,10,0,0,1,4,1,0,1.63
20,10,4,0,1,5,1,0,2.91
22,10,4,0,1,6,1,0,1.91
17,10,5,1,1,7,1,0,1.69
16,10,4,0,1,8,1,0,0.0
23,10,6,1,1,9,1,0,2.73
9,10,2,0,1,10,1,0,1.72
21,10,3,0,1,11,1,0,3.25
1,10,5,1,1,12,1,0,2.15
15,10,6,1,1,13,1,0,2.58
12,10,0,0,1,14,1,0,2.47
7,10,5,1,1,15,1,0,2.46
24,10,3,0,1,16,1,0,0.0
0,10,4,0,1,17,1,1,4.51
25,10,6,1,1,18,1,0,2.04
6,10,4,0,1,19,1,0,2.2
8,10,0,0,1,20,1,0,3.8
3,10,5,1,1,21,1,0,4.07
19,10,2,0,1,22,1,0,3.04
2,10,3,0,1,23,1,0,4.0
13,10,5,1,1,24,1,0,4.72
11,10,2,0,1,25,1,0,4.3
10,10,0,0,1,26,1,0,3.41
18,10,2,0,1,27,1,0,4.31
18,9,1,0,1,1,0,0,2.06
10,9,3,0,1,2,0,0,2.09
11,9,2,0,1,3,0,0,1.54
13,9,1,0,1,4,0,0,3.9
2,9,3,0,1,5,0,0,0.0
19,9,4,0,1,6,0,0,0.0
3,9,2,0,1,7,0,0,2.89
8,9,5,1,1,8,0,0,3.06
6,9,2,0,1,9,0,0,0.0
25,9,2,0,1,10,0,0,1.4
0,9,5,1,1,11,0,1,2.85
24,9,5,1,1,12,0,0,1.45
7,9,5,1,1,13,0,0,2.02
12,9,5,1,1,14,0,0,2.43
15,9,6,1,1,15,0,0,3.77
1,9,0,0,1,16,0,0,2.15
21,9,1,0,1,17,0,0,3.39
9,9,5,1,1,18,0,0,3.19
23,9,1,0,1,19,0,0,5.02
16,9,2,0,1,20,0,0,0.0
17,9,4,0,1,21,0,0,3.03
22,9,3,0,1,22,0,0,1.9
20,9,1,0,1,23,0,0,0.0
5,9,3,0,1,24,0,0,2.27
4,9,1,0,1,25,0,0,2.57
26,9,0,0,1,26,0,0,1.76
14,9,6,1,1,27,0,0,0.0
14,10,4,0,1,1,1,0,2.16
26,10,6,1,1,2,1,0,2.28
4,10,6,1,1,3,1,0,1.94
5,10,2,0,1,4,1,0,3.62
20,10,6,1,1,5,1,0,3.39
22,10,3,0,1,6,1,0,3.65
17,10,1,0,1,7,1,0,4.0
16,10,6,1,1,8,1,0,3.57
23,10,6,1,1,9,1,0,5.17
9,10,4,0,1,10,1,0,3.63
21,10,6,1,1,11,1,0,5.65
1,10,6,1,1,12,1,0,5.29
15,10,3,0,1,13,1,0,5.46
12,10,0,0,1,14,1,0,5.65
7,10,2,0,1,15,1,0,6.45
24,10,5,1,1,16,1,0,6.62
0,10,6,1,1,17,1,1,0.0
25,10,3,0,1,18,1,0,2.85
6,10,5,1,1,19,1,0,3.41
8,10,2,0,1,20,1,0,3.19
3,10,6,1,1,21,1,0,2.36
19,10,0,0,1,22,1,0,2.78
2,10,3,0,1,23,1,0,2.99
13,10,5,1,1,24,1,0,4.15
11,10,6,1,1,25,1,0,3.68
10,10,2,0,1,26,1,0,5.52
18,10,0,0,1,27,1,0,4.32
18,9,3,0,1,1,0,0,1.75
10,9,2,0,1,2,0,0,2.52
11,9,3,0,1,3,0,0,0.0
13,9,6,1,1,4,0,0,2.97
2,9,0,0,1,5,0,0,2.18
19,9,6,1,1,6,0,0,3.03
3,9,0,0,1,7,0,0,3.62
8,9,0,0,1,8,0,0,2.85
6,9,5,1,1,9,0,0,2.77
25,9,1,0,1,10,0,0,2.39
0,9,5,1,1,11,0,1,5.56
24,9,6,1,1,12,0,0,0.0
7,9,1,0,1,13,0,0,3.34
12,9,1,0,1,14,0,0,3.51
15,9,5,1,1,15,0,0,2.56
1,9,2,0,1,16,0,0,3.94
21,9,1,0,1,17,0,0,0.0
9,9,0,0,1,18,0,0,2.5
23,9,2,0,1,19,0,0,1.98
16,9,3,0,1,20,0,0,2.87
17,9,2,0,1,21,0,0,1.92
22,9,2,0,1,22,0,0,3.77
20,9,1,0,1,23,0,0,0.0
5,9,5,1,1,24,0,0,3.29
4,10,5,1,1,25,0,0,2.72
26,10,3,0,1,26,0,0,2.42
14,10,1,0,1,27,0,0,4.01
14,10,0,0,1,1,1,0,1.8
26,10,6,1,1,2,1,0,2.69
4,10,2,0,1,3,1,0,2.61
5,10,1,0,1,4,1,0,4.38
20,10,4,0,1,5,1,0,4.69
22,10,6,1,1,6,1,0,3.25
17,10,6,1,1,7,1,0,0.0
16,10,0,0,1,8,1,0,2.55
23,10,5,1,1,9,1,0,0.0
9,10,0,0,1,10,1,0,2.29
21,10,3,0,1,11,1,0,2.49
1,10,5,1,1,12,1,0,2.07
15,10,5,1,1,13,1,0,4.11
12,10,0,0,1,14,1,0,2.63
7,10,3,0,1,15,1,0,4.12
24,10,2,0,1,16,1,0,5.35
0,10,3,0,1,17,1,1,0.0
25,10,2,0,1,18,1,0,2.91
6,10,2,0,1,19,1,0,0.0
8,10,1,0,1,20,1,0,1.53
3,10,0,0,1,21,1,0,3.13
19,10,3,0,1,22,1,0,1.73
2,10,1,0,1,23,1,0,2.3
13,10,2,0,1,24,1,0,2.34
11,10,3,0,1,25,1,0,3.89
10,10,4,0,1,26,1,0,2.57
18,10,3,0,1,27,1,0,4.19
18,9,5,1,1,1,0,0,4.69
10,9,1,0,1,2,0,0,0.0
11,9,0,0,1,3,0,0,0.0
13,9,0,0,1,4,0,0,2.58
2,9,5,1,1,5,0,0,0.0
19,9,1,0,1,6,0,0,3.14
3,9,4,0,1,7,0,0,2.78
8,9,1,0,1,8,0,0,3.4
6,9,6,1,1,9,0,0,2.66
25,9,1,0,1,10,0,0,4.08
0,9,2,0,1,11,0,1,6.79
24,9,4,0,1,12,0,0,0.0
7,9,5,1,1,13,0,0,0.0
12,9,4,0,1,14,0,0,0.0
15,9,4,0,1,15,0,0,2.94
1,9,1,0,1,16,0,0,3.77
21,9,4,0,1,17,0,0,3.38
9,9,1,0,1,18,0,0,2.81
23,9,2,0,1,19,0,0,4.06
16,9,3,0,1,20,0,0,4.21
17,9,0,0,1,21,0,0,3.28
22,10,3,0,1,22,0,0,3.77
20,10,5,1,1,23,0,0,0.0
5,10,5,1,1,24,0,0,0.0
4,10,6,1,1,25,0,0,0.0
26,10,6,1,1,26,0,0,2.27
14,10,4,0,1,27,0,0,1.94
14,10,5,1,1,1,1,0,5.0
26,10,4,0,1,2,1,0,0.0
4,10,2,0,1,3,1,0,2.76
5,10,4,0,1,4,1,0,3.14
20,10,0,0,1,5,1,0,3.63
22,10,5,1,1,6,1,0,3.22
17,10,0,0,1,7,1,0,0.0
16,10,4,0,1,8,1,0,2.71
23,10,1,0,1,9,1,0,3.4
9,10,1,0,1,10,1,0,3.22
21,10,1,0,1,11,1,0,3.19
1,10,1,0,1,12,1,0,4.35
15,10,6,1,1,13,1,0,2.56
12,10,3,0,1,14,1,0,3.21
7,10,3,0,1,15,1,0,4.51
24,10,4,0,1,16,1,0,4.98
0,10,3,0,1,17,1,1,4.59
25,10,6,1,1,18,1,0,5.24
6,10,6,1,1,19,1,0,4.81
8,10,2,0,1,20,1,0,6.23
3,10,1,0,1,21,1,0,5.9
19,10,1,0,1,22,1,0,4.58
2,10,4,0,1,23,1,0,5.54
13,10,5,1,1,24,1,0,6.65
11,10,2,0,1,25,1,0,7.06
10,10,1,0,1,26,1,0,6.37
18,11,5,1,0,27,1,0,5.16
18,9,3,0,1,1,0,0,0.0
10,9,0,0,1,2,0,0,0.0
11,9,4,0,1,3,0,0,2.33
13,9,6,1,1,4,0,0,0.0
2,9,4,0,1,5,0,0,3.02
19,9,1,0,1,6,0,0,0.0
3,9,0,0,1,7,0,0,3.3
8,9,6,1,1,8,0,0,3.17
6,9,3,0,1,9,0,0,2.69
25,9,6,1,1,10,0,0,3.62
0,9,2,0,1,11,0,1,0.0
24,9,0,0,1,12,0,0,1.93
7,9,2,0,1,13,0,0,2.05
12,9,5,1,1,14,0,0,2.4
15,9,6,1,1,15,0,0,2.11
1,9,2,0,1,16,0,0,0.0
21,9,2,0,1,17,0,0,2.11
9,10,6,1,1,18,0,0,3.22
23,10,0,0,1,19,0,0,2.86
16,10,1,0,1,20,0,0,3.04
17,10,5,1,1,21,0,0,2.65
22,10,6,1,1,22,0,0,3.56
20,10,6,1,1,23,0,0,3.54
5,10,3,0,1,24,0,0,4.18
4,10,5,1,1,25,0,0,3.48
26,10,2,0,1,26,0,0,0.0
14,10,0,0,1,27,0,0,2.78
14,10,2,0,1,1,1,0,3.02
26,10,6,1,1,2,1,0,3.07
4,10,0,0,1,3,1,0,2.66
5,10,3,0,1,4,1,0,2.91
20,10,1,0,1,5,1,0,0.0
22,10,2,0,1,6,1,0,0.0
17,10,2,0,1,7,1,0,0.0
16,10,6,1,1,8,1,0,2.19
23,10,6,1,1,9,1,0,2.64
9,10,3,0,1,10,1,0,1.79
21,10,5,1,1,11,1,0,2.14
1,10,1,0,1,12,1,0,2.36
15,10,4,0,1,13,1,0,3.51
12,10,6,1,1,14,1,0,4.08
7,10,6,1,1,15,1,0,4.29
24,10,4,0,1,16,1,0,3.52
0,10,2,0,1,17,1,1,5.09
25,10,6,1,1,18,1,0,3.67
6,10,2,0,1,19,1,0,3.3
8,10,0,0,1,20,1,0,3.32
3,10,6,1,1,21,1,0,0.0
19,10,0,0,1,22,1,0,1.42
2,10,4,0,1,23,1,0,0.0
13,11,6,1,0,24,1,0,0.12
11,11,2,0,0,25,1,0,0.26
10,11,4,0,0,26,1,0,0.0
18,11,1,0,0,27,1,0,0.09
18,9,1,0,1,1,0,0,3.7
10,9,4,0,1,2,0,0,0.0
11,9,0,0,1,3,0,0,1.96
13,9,3,0,1,4,0,0,3.06
2,9,4,0,1,5,0,0,2.57
19,9,5,1,1,6,0,0,2.4
3,9,1,0,1,7,0,0,3.54
8,9,3,0,1,8,0,0,3.19
6,9,2,0,1,9,0,0,4.08
25,9,2,0,1,10,0,0,4.86
0,9,6,1,1,11,0,1,5.65
24,9,6,1,1,12,0,0,4.96
7,9,5,1,1,13,0,0,5.48
12,9,4,0,1,14,0,0,0.0
15,10,0,0,1,15,0,0,2.44
1,10,5,1,1,16,0,0,2.93
21,10,6,1,1,17,0,0,0.0
9,10,0,0,1,18,0,0,2.85
23,10,6,1,1,19,0,0,2.26
16,10,5,1,1,20,0,0,0.0
17,10,6,1,1,21,0,0,1.82
22,10,5,1,1,22,0,0,0.0
20,10,4,0,1,23,0,0,2.05
5,10,4,0,1,24,0,0,2.77
4,10,2,0,1,25,0,0,1.84
26,10,2,0,1,26,0,0,3.01
14,10,3,0,1,27,0,0,0.0
14,10,5,1,1,1,1,0,9.07
26,10,2,0,1,2,1,0,9.83
4,10,3,0,1,3,1,0,9.63
5,10,2,0,1,4,1,0,10.2
20,10,1,0,1,5,1,0,10.52
22,10,1,0,1,6,1,0,10.3
17,10,2,0,1,7,1,0,0.0
16,10,2,0,1,8,1,0,1.87
23,10,2,0,1,9,1,0,0.0
9,10,4,0,1,10,1,0,0.0
21,10,4,0,1,11,1,0,2.18
1,10,1,0,1,12,1,0,1.97
15,10,0,0,1,13,1,0,3.07
12,10,6,1,1,14,1,0,4.29
7,10,0,0,1,15,1,0,4.37
24,10,5,1,1,16,1,0,4.04
0,10,4,0,1,17,1,1,4.88
25,10,1,0,1,18,1,0,4.29
6,10,4,0,1,19,1,0,4.72
8,11,2,0,0,20,1,0,0.0
3,11,1,0,0,21,1,0,0.37
19,11,5,1,0,22,1,0,0.0
2,11,6,1,0,23,1,0,0.45
13,11,4,0,0,24,1,0,0.74
11,11,2,0,0,25,1,0,1.11
10,11,5,1,0,26,1,0,0.0
18,11,6,1,0,27,1,0,0.08
18,9,6,1,1,1,0,0,0.0
10,9,1,0,1,2,0,0,0.0
11,9,6,1,1,3,0,0,2.67
13,9,0,0,1,4,0,0,1.97
2,9,5,1,1,5,0,0,2.68
19,9,1,0,1,6,0,0,3.94
3,9,3,0,1,7,0,0,3.91
8,9,1,0,1,8,0,0,3.69
6,9,3,0,1,9,0,0,2.72
25,9,6,1,1,10,0,0,2.69
0,9,6,1,1,11,0,1,5.5
24,10,0,0,1,12,0,0,3.72
7,10,0,0,1,13,0,0,5.13
12,10,3,0,1,14,0,0,4.97
15,10,5,1,1,15,0,0,5.69
1,10,4,0,1,16,0,0,4.74
21,10,6,1,1,17,0,0,0.0
9,10,6,1,1,18,0,0,0.0
23,10,1,0,1,19,0,0,1.41
16,10,6,1,1,20,0,0,2.68
17,10,4,0,1,21,0,0,3.04
22,10,1,0,1,22,0,0,2.23
20,10,4,0,1,23,0,0,2.62
5,10,0,0,1,24,0,0,0.0
4,10,2,0,1,25,0,0,2.23
26,10,5,1,1,26,0,0,3.51
14,10,2,0,1,27,0,0,3.33
14,10,0,0,1,1,1,0,2.54
26,10,6,1,1,2,1,0,3.57
4,10,5,1,1,3,1,0,3.38
5,10,1,0,1,4,1,0,0.0
20,10,4,0,1,5,1,0,3.17
22,10,3,0,1,6,1,0,3.61
17,10,6,1,1,7,1,0,0.0
16,10,5,1,1,8,1,0,2.39
23,10,0,0,1,9,1,0,2.46
9,10,4,0,1,10,1,0,1.91
21,10,1,0,1,11,1,0,3.73
1,10,2,0,1,12,1,0,3.66
15,10,5,1,1,13,1,0,3.04
12,10,0,0,1,14,1,0,4.24
7,10,1,0,1,15,1,0,3.15
24,10,4,0,1,16,1,0,5.28
0,11,4,0,0,17,1,1,4.34
25,11,1,0,0,18,1,0,3.18
6,11,0,0,0,19,1,0,0.0
8,11,4,0,0,20,1,0,0.25
3,11,6,1,0,21,1,0,0.48
19,11,2,0,0,22,1,0,0.68
2,11,0,0,0,23,1,0,0.0
13,11,0,0,0,24,1,0,0.19
11,11,4,0,0,25,1,0,0.22
10,11,6,1,0,26,1,0,0.26
18,11,4,0,0,27,1,0,0.28
18,9,2,0,1,1,0,0,2.29
10,9,0,0,1,2,0,0,0.0
11,9,5,1,1,3,0,0,2.33
13,9,4,0,1,4,0,0,2.4
2,9,0,0,1,5,0,0,0.0
19,9,6,1,1,6,0,0,2.34
3,9,3,0,1,7,0,0,2.61
8,10,5,1,1,8,0,0,2.83
6,10,2,0,1,9,0,0,0.0
25,10,2,0,1,10,0,0,1.24
0,10,5,1,1,11,0,1,2.67
24,10,3,0,1,12,0,0,3.68
7,10,1,0,1,13,0,0,3.03
12,10,0,0,1,14,0,0,3.08
15,10,1,0,1,15,0,0,2.85
1,10,4,0,1,16,0,0,2.91
21,10,5,1,1,17,0,0,4.22
9,10,0,0,1,18,0,0,4.01
23,10,0,0,1,19,0,0,4.25
16,10,0,0,1,20,0,0,4.26
17,10,3,0,1,21,0,0,4.78
22,10,1,0,1,22,0,0,5.49
20,10,3,0,1,23,0,0,5.08
5,10,3,0,1,24,0,0,5.51
4,10,6,1,1,25,0,0,0.0
26,10,6,1,1,26,0,0,3.15
14,10,6,1,1,27,0,0,3.64
14,10,3,0,1,1,1,0,2.81
26,10,1,0,1,2,1,0,3.68
4,10,5,1,1,3,1,0,3.84
5,10,3,0,1,4,1,0,0.0
20,10,2,0,1,5,1,0,1.95
22,10,4,0,1,6,1,0,0.0
17,10,0,0,1,7,1,0,2.03
16,10,5,1,1,8,1,0,2.35
23,10,5,1,1,9,1,0,2.01
9,10,0,0,1,10,1,0,2.92
21,10,0,0,1,11,1,0,4.48
1,10,4,0,1,12,1,0,4.62
15,10,4,0,1,13,1,0,4.04
12,11,2,0,0,14,1,0,2.19
7,11,1,0,0,15,1,0,2.45
24,11,4,0,0,16,1,0,0.0
0,11,6,1,0,17,1,1,1.4
25,11,4,0,0,18,1,0,0.62
6,11,0,0,0,19,1,0,0.0
8,11,5,1,0,20,1,0,0.01
3,11,5,1,0,21,1,0,0.29
19,11,5,1,0,22,1,0,0.0
2,11,4,0,0,23,1,0,0.0
13,11,2,0,0,24,1,0,0.0
11,11,3,0,0,25,1,0,0.45
10,11,4,0,0,26,1,0,0.75
18,11,4,0,0,27,1,0,0.0
18,9,3,0,1,1,0,0,2.08
10,9,0,0,1,2,0,0,0.0
11,9,3,0,1,3,0,0,1.78
13,9,1,0,1,4,0,0,2.49
2,10,2,0,1,5,0,0,2.42
19,10,4,0,1,6,0,0,0.0
3,10,0,0,1,7,0,0,2.67
8,10,2,0,1,8,0,0,0.0
6,10,5,1,1,9,0,0,0.0
25,10,6,1,1,10,0,0,3.09
0,10,6,1,1,11,0,1,3.67
24,10,3,0,1,12,0,0,3.26
7,10,5,1,1,13,0,0,2.89
12,10,0,0,1,14,0,0,0.0
15,10,4,0,1,15,0,0,3.08
1,10,1,0,1,16,0,0,2.39
21,10,6,1,1,17,0,0,2.31
9,10,1,0,1,18,0,0,3.82
23,10,0,0,1,19,0,0,3.94
16,10,2,0,1,20,0,0,0.0
17,10,1,0,1,21,0,0,0.0
22,10,0,0,1,22,0,0,2.1
20,10,1,0,1,23,0,0,0.0
5,10,6,1,1,24,0,0,3.43
4,10,4,0,1,25,0,0,0.0
26,10,6,1,1,26,0,0,2.83
14,10,3,0,1,27,0,0,0.0
14,10,2,0,1,1,1,0,1.69
26,10,6,1,1,2,1,0,1.76
4,10,1,0,1,3,1,0,2.37
5,10,6,1,1,4,1,0,0.0
20,10,4,0,1,5,1,0,2.69
22,10,1,0,1,6,1,0,2.91
17,10,4,0,1,7,1,0,3.72
16,10,4,0,1,8,1,0,3.94
23,10,6,1,1,9,1,0,0.0
9,11,1,0,0,10,1,0,0.18
21,11,1,0,0,11,1,0,0.45
1,11,1,0,0,12,1,0,0.78
15,11,2,0,0,13,1,0,1.09
12,11,2,0,0,14,1,0,1.44
7,11,6,1,0,15,1,0,1.48
24,11,2,0,0,16,1,0,0.0
0,11,3,0,0,17,1,1,0.0
25,11,6,1,0,18,1,0,0.09
6,11,3,0,0,19,1,0,0.0
8,11,5,1,0,20,1,0,0.0
3,11,5,1,0,21,1,0,0.25
19,11,6,1,0,22,1,0,0.28
2,11,2,0,0,23,1,0,0.75
13,11,2,0,0,24,1,0,0.0
11,11,2,0,0,25,1,0,0.37
10,11,0,0,0,26,1,0,0.45
18,11,2,0,0,27,1,0,0.75
18,9,0,0,1,1,0,0,3.74
10,10,6,1,1,2,0,0,4.24
11,10,6,1,1,3,0,0,0.0
13,10,3,0,1,4,0,0,1.54
2,10,4,0,1,5,0,0,2.89
19,10,4,0,1,6,0,0,0.0
3,10,2,0,1,7,0,0,2.09
8,10,3,0,1,8,0,0,1.78
6,10,4,0,1,9,0,0,1.76
25,10,5,1,1,10,0,0,2.54
0,10,0,0,1,11,0,1,5.12
24,10,6,1,1,12,0,0,3.29
7,10,6,1,1,13,0,0,3.7
12,10,3,0,1,14,0,0,2.63
15,10,5,1,1,15,0,0,3.56
1,10,2,0,1,16,0,0,0.0
21,10,5,1,1,17,0,0,2.13
9,10,1,0,1,18,0,0,2.79
23,10,0,0,1,19,0,0,2.12
16,10,5,1,1,20,0,0,4.2
17,10,5,1,1,21,0,0,4.24
22,10,6,1,1,22,0,0,3.44
20,10,3,0,1,23,0,0,3.75
5,10,6,1,1,24,0,0,5.24
4,10,3,0,1,25,0,0,0.0
26,10,3,0,1,26,0,0,0.0
14,10,6,1,1,27,0,0,1.27
14,10,5,1,1,1,1,0,3.99
26,10,3,0,1,2,1,0,3.64
4,10,3,0,1,3,1,0,0.0
5,10,4,0,1,4,1,0,2.17
20,10,1,0,1,5,1,0,3.41
22,11,2,0,0,6,1,0,0.0
17,11,0,0,0,7,1,0,0.0
16,11,4,0,0,8,1,0,0.06
23,11,5,1,0,9,1,0,0.56
9,11,5,1,0,10,1,0,0.95
21,11,1,0,0,11,1,0,1.39
1,11,0,0,0,12,1,0,1.59
15,11,6,1,0,13,1,0,1.85
12,11,5,1,0,14,1,0,2.11
7,11,3,0,0,15,1,0,2.2
24,11,5,1,0,16,1,0,0.0
